InteractionID;CarID;ID;DateTime;Sec;Xcoord;Ycoord;Speed;AgentType;timeOfEnteringInteractionZone;speedAtTheBorderOfInteractionZone;distanceFromConflictZone;minSpeedInsideInteractionZone;maxSpeedInsideInteractionZone;arrivalTimeDifference;yielded
0;296;296;[736942.6628986342, 736942.6629015394, 736942.6629043982, 736942.6629072222, 736942.6629101273, 736942.6629129514, 736942.6629158565, 736942.6629186689, 736942.6629215741, 736942.6629244097, 736942.6629272685, 736942.6629301967, 736942.6629329977, 736942.662935868, 736942.6629387268, 736942.6629415972, 736942.6629444908, 736942.6629473264, 736942.6629501968, 736942.6629530556, 736942.6629559259, 736942.6629587847, 736942.6629616551, 736942.6629645717, 736942.6629673959, 736942.6630084838, 736942.6630113426, 736942.6630142014, 736942.6630170601, 736942.6630199306, 736942.6630227894, 736942.6630256597, 736942.6630285301, 736942.6630314004, 736942.6630342477, 736942.663037118, 736942.663038831, 736942.6630487615, 736942.6630516088, 736942.6630909606, 736942.6630938194, 736942.6630966899, 736942.6630972569];[1504540474.442, 1504540474.693, 1504540474.94, 1504540475.184, 1504540475.435, 1504540475.679, 1504540475.93, 1504540476.173, 1504540476.424, 1504540476.669, 1504540476.916, 1504540477.169, 1504540477.411, 1504540477.659, 1504540477.906, 1504540478.154, 1504540478.404, 1504540478.649, 1504540478.897, 1504540479.144, 1504540479.392, 1504540479.639, 1504540479.887, 1504540480.139, 1504540480.383, 1504540483.933, 1504540484.18, 1504540484.427, 1504540484.674, 1504540484.922, 1504540485.169, 1504540485.417, 1504540485.665, 1504540485.913, 1504540486.159, 1504540486.407, 1504540486.555, 1504540487.413, 1504540487.659, 1504540491.059, 1504540491.306, 1504540491.554, 1504540491.603];[26.6613331938, 25.7778384119, 24.4089994135, 23.7912491859, 23.2819825638, 22.6920558703, 22.3088257926, 21.7360412524, 21.2701138694, 20.7636577648, 20.1718807711, 19.5560318883, 19.0288824332, 18.6398682289, 18.2244422761, 17.7327399727, 17.2596735118, 16.842334195, 16.4922869095, 16.1683987337, 15.7494148419, 15.2439783021, 14.6649146871, 14.1967335456, 13.7298011678, 11.0880669253, 9.72874445253, 8.30412861887, 6.89375591753, 5.47106471024, 4.08431227534, 2.68092986101, 1.2137159692, -0.320484112234, -1.73419120069, -2.78716084354, -4.21442192665, -9.34763409915, -10.6796551277, -29.5536552155, -29.9430200386, -32.2348456582, -32.5780833799];[-18.4036215072, -17.7473015992, -16.9668888701, -16.500716224, -15.8945652761, -15.2982917272, -14.7752607958, -14.289996876, -13.8631423751, -13.4188192836, -12.9351978139, -12.5086699628, -12.1719549033, -11.8467166287, -11.5497545125, -11.2482472328, -10.951978622, -10.7082193961, -10.4600308899, -10.2167503336, -9.95531352679, -9.63197780381, -9.10041263001, -8.65939526627, -8.2716658153, -6.37077311922, -5.38725587667, -4.49566806828, -3.71248102971, -2.91019243009, -2.22745542347, -1.52296396459, -0.811355431584, -0.102090268023, 0.627839722395, 1.26974747618, 1.40885761912, 3.44366937797, 3.92341793867, 7.26317495304, 7.22964386236, 8.29538893283, 8.69585984311];[3.08102580335, 12.4167288091, 18.4838357672, 15.5110813531, 13.8767351165, 13.4167456781, 12.1927718472, 11.9382608277, 11.1566027286, 10.8214358876, 10.9137933069, 10.8878930579, 10.4315907247, 9.56708733861, 8.95111347197, 8.78188776389, 8.55871875384, 8.16718156323, 7.63171147944, 7.17910513438, 7.23486250807, 7.6971912707, 8.74170689061, 8.85404483469, 8.88764189093, 23.4018440828, 24.0895552321, 24.0512099063, 23.5712252141, 23.4336112647, 22.9229044424, 22.7050636114, 22.7796382859, 23.0144880272, 22.847866536, 21.3703493929, 23.2650501174, 22.4373412584, 22.1269414134, 23.5324451793, 15.81561832, 23.356642184, 24.3064435392];2;1504540484.674;23.5712252141;[35.9883654091085, 33.91341162440859, 31.928729180867204, 29.96756507977771, 27.95557587935924, 25.961007677123437, 23.94629664399001, 22.023924367360145, 18.28794797343123, 17.62760587203535, 16.965497752078733, 16.14657813426894, 15.431782924764851, 14.839250222565433, 14.381203171656791, 13.886161553030803, 13.295954631100722, 12.6269376261921, 11.93156556007373, 11.344064543462206, 10.793915379785368, 10.04841347098536, 9.177471628557283, 8.340572578166363, 7.624335486294398, 6.965414662174794, 6.155374997106316, 5.613405823713682, 4.779123492960065, 4.058911729122311, 3.185280979091327, 1.2494503028488417, 0.0, 0.0, 0.0, 0.0, 7.259458272888159, 9.143220476829729, 35.835087377227474, 36.38573239076649, 39.62686326459894, 40.11227470574512];21.3703493929;23.5712252141;12.371000051498413;1
0;296;12026;[736942.6628481018, 736942.6628509606, 736942.6628538194, 736942.6628566898, 736942.6628595949, 736942.662862419, 736942.6628652777, 736942.6628681482, 736942.662871007, 736942.6628738773, 736942.6628767361, 736942.662879595, 736942.6628824653, 736942.6628853241, 736942.6628882408, 736942.6628910532, 736942.6628939467, 736942.6628967824, 736942.6628996527, 736942.6629025115, 736942.662905382, 736942.6629082407, 736942.6629110995, 736942.66291397, 736942.6629168286, 736942.6629196991, 736942.6629225579, 736942.6629254167, 736942.662928287, 736942.6629638078, 736942.6629666666, 736942.6629695254, 736942.6629723958, 736942.6629752546, 736942.662978125, 736942.6629809838, 736942.6629839005, 736942.6629867245, 736942.6629896297, 736942.6629925115, 736942.662995301, 736942.6629981713];[1504540470.076, 1504540470.323, 1504540470.57, 1504540470.818, 1504540471.069, 1504540471.313, 1504540471.56, 1504540471.808, 1504540472.055, 1504540472.303, 1504540472.55, 1504540472.797, 1504540473.045, 1504540473.292, 1504540473.544, 1504540473.787, 1504540474.037, 1504540474.282, 1504540474.53, 1504540474.777, 1504540475.025, 1504540475.272, 1504540475.519, 1504540475.767, 1504540476.014, 1504540476.262, 1504540476.509, 1504540476.756, 1504540477.004, 1504540480.073, 1504540480.32, 1504540480.567, 1504540480.815, 1504540481.062, 1504540481.31, 1504540481.557, 1504540481.809, 1504540482.053, 1504540482.304, 1504540482.553, 1504540482.794, 1504540483.042];[-18.0626008397, -17.649399756, -17.0124111051, -16.347335476, -15.6692024238, -15.0203194147, -14.3495402101, -13.6475386415, -12.989321831, -12.3270456172, -11.6664780624, -11.0414297285, -10.4725374938, -9.93294096401, -9.48335237567, -8.98051177733, -8.44622382016, -7.92700075348, -7.47508717412, -7.04016890047, -6.61458708974, -6.27161164822, -6.03174307644, -5.81329852491, -5.75583617115, -5.76913564658, -5.63371171375, -5.57723780142, -5.47669031506, -3.20626989739, -2.894397029, -2.53058903571, -2.11511549016, -1.6310174732, -1.25213087355, -0.820215542557, -0.326273226217, 0.154852320386, 0.627604847585, 1.19077317948, 1.80355802561, 2.556546419];[-3.47456038593, -3.51120309955, -3.7310564605, -3.98683432087, -4.25827338473, -4.52484877656, -4.800887877, -5.10775657078, -5.35724362472, -5.59054269054, -5.78586702796, -5.91455999288, -5.98134069071, -5.98162391515, -5.85495435958, -5.74468722646, -5.59799022106, -5.36016855786, -4.97485553233, -4.5857299248, -4.26656319766, -3.91538310834, -3.49888628964, -3.08923221542, -2.5925522743, -1.60761370075, -1.20275120593, -0.940643715066, -0.945318617886, 7.14576559839, 7.42433898057, 7.9792317121, 8.66965932496, 9.40848995898, 10.1769293948, 11.0212882793, 11.7030662952, 12.4331064004, 13.9482920053, 14.5500799663, 15.0812302808, 16.0241366223];[8.5697905356, 6.14773525498, 8.17334896826, 9.18641099669, 9.67182942504, 9.92670744432, 10.165012287, 10.488594424, 10.4509079725, 10.4448183378, 10.3643934644, 10.1126134525, 9.60847823131, 9.10149386107, 8.29180867315, 8.09539004393, 8.06033195092, 8.09296735326, 8.09154750971, 8.14970879774, 8.05582195582, 7.77574857921, 7.44530344035, 7.20260404579, 6.9849719472, 8.67448891296, 7.91342260964, 6.70142355208, 4.79092002981, 4.35105236445, 5.89337630969, 7.6777773344, 9.25971519088, 10.4721132335, 11.1899880262, 12.0579364367, 12.1848116885, 12.5483145684, 15.7870248655, 14.659391912, 14.0028060319, 15.1855690715];1;1504540472.303;10.4448183378;[17.323129463184166, 17.014202215783932, 16.674976828385592, 16.189936307427107, 15.58807273879344, 14.973005417673717, 14.333903104722234, 13.599610801926428, 12.844013526684, 12.13288953279977, 11.497075253681167, 10.73397052304269, 9.929435409201211, 9.045483578261127, 8.111299983399334, 7.174699979806271, 6.243840839415209, 5.251060700293902, 4.302435651790747, 3.384776499928062, 2.4257515404133576, 1.4851925657363212, 0.5843545765557988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5875683229240456, 1.272186304026798, 1.808012871853253, 2.418833390740418, 3.117373313538428, 3.797787586748559, 4.466360622359541, 5.262800915224482, 6.129409555438238, 7.194295953679904];4.35105236445;10.4448183378;12.371000051498413;0
1;304;304;[736942.6795602547, 736942.6795630787, 736942.6795659607, 736942.6795688078, 736942.6795717014, 736942.6795745833, 736942.679581794, 736942.6795846643, 736942.6795875347, 736942.6795903936, 736942.6795933681, 736942.6795961111, 736942.6795989815, 736942.6796018403, 736942.6796047107, 736942.6796075695, 736942.6796333449, 736942.6796362037, 736942.6796390625, 736942.6796419328, 736942.6796447916, 736942.6796476505, 736942.6796488079];[1504541914.006, 1504541914.25, 1504541914.499, 1504541914.745, 1504541914.995, 1504541915.244, 1504541915.867, 1504541916.115, 1504541916.363, 1504541916.61, 1504541916.867, 1504541917.104, 1504541917.352, 1504541917.599, 1504541917.847, 1504541918.094, 1504541920.321, 1504541920.568, 1504541920.815, 1504541921.063, 1504541921.31, 1504541921.557, 1504541921.657];[24.7684726474, 22.1011873829, 20.0061735875, 18.1062093021, 16.207033234, 14.19469809, 10.4596854291, 8.65309086974, 6.93949006179, 5.31354365741, 3.82854633968, 2.50728598618, 1.11765738474, -0.2929199566, -1.53146636391, -2.43096888024, -19.1714393904, -21.1985023739, -23.3839152991, -25.8949834672, -28.3208706043, -30.46003526, -30.6402593318];[-17.635534153, -15.6002859477, -13.5596313056, -11.6955502204, -10.0117289553, -8.54497863842, -6.57959956691, -5.42625346899, -4.50601680524, -3.58295708122, -2.81578554288, -2.01370485018, -1.0861540812, -0.276918818191, 0.388829772684, 0.927806143792, 6.56148225527, 7.81664229897, 8.50559266983, 9.13673405083, 9.63089308429, 10.0901408959, 9.80688862756];[66.3198555486, 51.9756128556, 46.9436905719, 43.7005876867, 41.4475033888, 39.8882587308, 34.471235543, 31.1329794883, 29.0651464759, 27.9756683857, 26.0902839652, 25.1319137842, 24.7281528778, 24.2308134816, 23.0033522034, 20.7566638935, 30.9039453164, 33.2347308131, 32.3798748223, 33.444150559, 33.3911760677, 32.1588620119, 28.4618613232];2;1504541916.363;29.0651464759;[33.44730370563436, 31.48207209081636, 29.61352777947079, 27.513424432649355, 25.213988975883392, 22.79059147278701, 20.23568094523065, 14.95357538455065, 12.107703731865833, 9.421863179024403, 6.7349079185872185, 3.7721109957738057, 0.0, 0.0, 0.0, 23.67460043597512, 26.541300399025285, 29.631940997228586, 33.18312765659897, 36.613850146672235, 39.63908581491235, 39.893961141518005];23.0033522034;29.0651464759;-6.694000005722046;0
1;304;3904;[736942.6796421065, 736942.6796450232, 736942.6796478472, 736942.6796506945, 736942.6796536112, 736942.6796564236, 736942.679659294, 736942.6796621528, 736942.6796650116, 736942.6796678936, 736942.6796707407, 736942.6796735995, 736942.6796764815, 736942.6796793866, 736942.6796822107, 736942.6796850578, 736942.679687963, 736942.679690787, 736942.6796936921, 736942.6796965046, 736942.6796994213, 736942.6797022338, 736942.6797052315, 736942.679707963, 736942.6797108449, 736942.6797136922, 736942.679716551, 736942.6797194213, 736942.6797222801, 736942.679725162, 736942.6797280093, 736942.6797309028, 736942.6797337269, 736942.6797365972, 736942.679739456, 736942.6797423264, 736942.6797452084, 736942.6797480555, 736942.679750926, 736942.6797537731, 736942.679756632, 736942.6797595486, 736942.6797623611, 736942.6797652314, 736942.679768125, 736942.6797709491, 736942.6797738657, 736942.6797766899, 736942.6797795602, 736942.6797824074, 736942.6797852662, 736942.6797881481, 736942.6797910416, 736942.6797938773, 736942.6797967246, 736942.6797995833, 736942.6798024537, 736942.6798053125, 736942.6798081713, 736942.679811088, 736942.679813912, 736942.6798168172];[1504541921.078, 1504541921.33, 1504541921.574, 1504541921.82, 1504541922.072, 1504541922.315, 1504541922.563, 1504541922.81, 1504541923.057, 1504541923.306, 1504541923.552, 1504541923.799, 1504541924.048, 1504541924.299, 1504541924.543, 1504541924.789, 1504541925.04, 1504541925.284, 1504541925.535, 1504541925.778, 1504541926.03, 1504541926.273, 1504541926.532, 1504541926.768, 1504541927.017, 1504541927.263, 1504541927.51, 1504541927.758, 1504541928.005, 1504541928.254, 1504541928.5, 1504541928.75, 1504541928.994, 1504541929.242, 1504541929.489, 1504541929.737, 1504541929.986, 1504541930.232, 1504541930.48, 1504541930.726, 1504541930.973, 1504541931.225, 1504541931.468, 1504541931.716, 1504541931.966, 1504541932.21, 1504541932.462, 1504541932.706, 1504541932.954, 1504541933.2, 1504541933.447, 1504541933.696, 1504541933.946, 1504541934.191, 1504541934.437, 1504541934.684, 1504541934.932, 1504541935.179, 1504541935.426, 1504541935.678, 1504541935.922, 1504541936.173];[12.43112122, 11.8120524922, 10.9918357403, 10.1325713586, 9.20928437011, 8.33880462422, 7.51559918104, 6.74200404218, 6.04978518398, 5.36847557524, 4.67341063543, 4.08099707595, 3.53750469267, 3.05356524277, 2.59543662968, 2.20278826448, 1.84599088636, 1.56475223203, 1.29793879785, 1.07147299988, 0.89738761355, 0.752765739384, 0.590668155491, 0.459130512591, 0.345635926486, 0.194455823505, 0.0516627352982, -0.127693769983, -0.279862838809, -0.413451329839, -0.53262467967, -0.640287045432, -0.743016525322, -0.809977404046, -0.919927464991, -1.04267232259, -1.19140997715, -1.37441904956, -1.65126332028, -1.9293826981, -2.11786333613, -2.29383880647, -2.46283628392, -2.6736092434, -2.949786292, -3.2146540315, -3.53896751775, -3.826684234, -4.09551656108, -4.34090851598, -4.59940341067, -4.85827932385, -5.10637583964, -5.36175066903, -5.65488653696, -5.94898577331, -6.1929709857, -6.39233458828, -6.56273023847, -6.69576630122, -6.77154613842, -6.80472563614];[13.9206206091, 14.2792452515, 14.4436799512, 14.5667371011, 14.4944868952, 14.3836228654, 14.2524567301, 14.0797241597, 13.9086003243, 13.5991816998, 13.1422749046, 12.6894155431, 12.1998711774, 11.7189145206, 11.226549828, 10.7532105704, 10.2693310214, 9.84202643774, 9.44257445133, 9.08200136345, 8.72323506994, 8.34900004762, 7.92251696761, 7.5415375784, 7.1601470659, 6.71775585295, 6.27640354447, 5.80805694056, 5.36109225183, 4.9217509192, 4.54803901099, 4.15359242725, 3.73263005284, 3.35158852684, 2.96137491766, 2.56586068722, 2.14734536984, 1.71380927099, 1.33665578826, 0.841722056773, 0.357537523185, -0.00683574755861, -0.367448231418, -0.736617587741, -1.11871243886, -1.46454320963, -1.80328888792, -2.10259525911, -2.39696519486, -2.68362811208, -2.94298445454, -3.20831214204, -3.48274480306, -3.76047857213, -3.99220416982, -4.16409946319, -4.32992123196, -4.52151797246, -4.71498537631, -4.87919833434, -4.99102467198, -5.04399793442];[10.358716824, 10.2803918697, 11.2492594945, 11.7710758688, 12.1650745429, 12.3896280992, 12.3406493392, 12.1155315211, 11.6473502404, 11.3729644582, 11.4789422172, 11.2378289671, 11.0010318927, 10.6147521232, 10.4100179345, 9.99600620778, 9.5788026006, 9.00174057172, 8.4052536378, 7.82382177921, 7.21091152679, 6.84802372449, 6.68285325729, 6.54973027315, 6.32933646688, 6.49992686242, 6.5755087949, 6.79809027176, 6.83543235889, 6.7920259008, 6.50767628772, 6.34737161583, 6.36722284117, 6.16182585158, 6.10040053102, 6.10227841261, 6.21155061911, 6.41978382533, 6.48010480865, 7.02883017311, 7.18452274843, 6.80152126692, 6.57527521119, 6.48869198972, 6.57645782115, 6.53984988409, 6.57759205379, 6.46359540327, 6.28582173408, 6.09084202652, 5.89190983061, 5.76505800618, 5.66114874873, 5.6457085377, 5.59444560349, 5.3904420838, 5.08690379662, 4.79772419591, 4.50557041921, 4.07943914819, 3.49538255418, 2.74795069374];1;1504541923.057;11.6473502404;[17.507198083899965, 17.30525816194477, 17.09145720994808, 16.930951627022466, 16.7449293084707, 16.515688706901308, 16.311162491039937, 16.064968576681093, 15.744697573778273, 15.367366396537577, 14.969634877320532, 14.465047186164066, 13.909758542854602, 13.261866844911548, 12.577473111495593, 11.80885881201454, 10.971059521664204, 9.988089257054863, 9.024571968199648, 8.045626670802791, 6.951597933641081, 5.787409631276571, 4.556365368867848, 3.2506403877826777, 2.0354570455184042, 0.8754953908958182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36115454721205326, 0.775711267256668, 1.1916303959864072, 1.5366775923668254, 1.8186203029790213, 2.0595961424471017, 2.247737546672869, 2.354906420195534, 2.401829315863885];5.76505800618;11.6473502404;-6.694000005722046;1
2;386;386;[736942.6734056481, 736942.6734085301, 736942.6734113889, 736942.6734142362, 736942.6734171528, 736942.6734200232, 736942.6734228935, 736942.673425706, 736942.6734285764, 736942.6734314351, 736942.6734343403, 736942.6734371874, 736942.6734400926, 736942.6734429629, 736942.6734458217, 736942.6734486459, 736942.6734514352, 736942.673454213, 736942.6734570139, 736942.67345978, 736942.6734625463, 736942.6734653473, 736942.6734682061, 736942.6734710648, 736942.6734739236, 736942.6734767824, 736942.6734796412];[1504541382.248, 1504541382.497, 1504541382.744, 1504541382.99, 1504541383.242, 1504541383.49, 1504541383.738, 1504541383.981, 1504541384.229, 1504541384.476, 1504541384.727, 1504541384.973, 1504541385.224, 1504541385.472, 1504541385.719, 1504541385.963, 1504541386.204, 1504541386.444, 1504541386.686, 1504541386.925, 1504541387.164, 1504541387.406, 1504541387.653, 1504541387.9, 1504541388.147, 1504541388.394, 1504541388.641];[8.8422014458, 8.00413625362, 7.31329466607, 6.70540608943, 6.07356834311, 5.63079036471, 5.1422825979, 4.51626161065, 3.85802413421, 3.14952967172, 2.36286480647, 1.51049718128, 0.545807851676, -0.507819823711, -1.63737753044, -2.79962029078, -4.03991306603, -5.26064463042, -6.66481255445, -8.01204449636, -8.98926333662, -10.0023500325, -10.5868294962, -11.1179001044, -12.0152455736, -12.8245755655, -13.4253922494];[-4.49984287545, -3.96736392183, -3.63436327075, -3.45898949254, -3.25553964109, -3.03359038416, -2.78273004994, -2.48279032588, -2.13472452739, -1.77073730994, -1.35619590066, -0.919927162149, -0.41716561452, 0.0921415383784, 0.630918873913, 1.15375972053, 1.69421304422, 2.14634563947, 2.61786457253, 3.03238047096, 3.3325904112, 3.74091369121, 3.82980754169, 4.04154914926, 4.23146244646, 4.50782367023, 4.95016684895];[21.077369024, 12.2580601627, 11.0218610859, 10.0369322732, 9.73792514411, 9.00240749561, 8.74844893612, 9.19009585572, 9.68165641821, 10.2699476502, 11.0301590699, 11.9241083209, 13.0083477299, 14.186055978, 15.3779500714, 16.4174360851, 17.5380073175, 18.2106110805, 19.4189521056, 20.020586773, 18.7776674275, 18.2172593213, 11.9666067711, 11.9666067711, 11.9666067711, 11.9666067711, 11.9666067711];2;1504541382.497;12.2580601627;[11.732872339595428, 10.368595606192843, 9.163165750521397, 8.050653629042445, 7.048691151322852, 6.117802784879163, 5.232475414380017, 4.541621105232722, 3.9154384830593014, 3.0218849729943056, 2.1622007034983413, 1.1852031609337705, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9052736839113633, 3.2872698212135636, 4.7199907663868075, 5.5465695508799, 6.297616807574069, 7.566654940250756, 8.711220391231043, 9.560903494102451];8.74844893612;18.2106110805;-2.574000120162964;0
2;386;644;[736942.6733953588, 736942.6733981828, 736942.6734010417, 736942.6734039236, 736942.6734067824, 736942.6734096528, 736942.6734125348, 736942.6734153819, 736942.6734182523, 736942.6734211227, 736942.6734240046, 736942.6734268519, 736942.6734297222, 736942.6734326273, 736942.6734354513, 736942.6734383218, 736942.6734411806, 736942.6734441088, 736942.6734469213, 736942.6734497686, 736942.6734525347, 736942.673455324, 736942.6734581018, 736942.6734608796, 736942.673463669, 736942.673466493, 736942.6734692825, 736942.6734720254, 736942.6734748149, 736942.6734776157, 736942.6734804166, 736942.673483206, 736942.6734860186, 736942.6734888194, 736942.673491632, 736942.6734944328, 736942.6734972454, 736942.6735000463, 736942.6735028935, 736942.6735056828, 736942.6735084953, 736942.6735113079, 736942.6735141319, 736942.6735169444, 736942.6735311806, 736942.6735340394, 736942.6735368981, 736942.6735397686, 736942.6735426389, 736942.6735455209, 736942.6735484144, 736942.6735512732, 736942.6735541782, 736942.6735570139, 736942.6735598148, 736942.6735626851, 736942.673565544, 736942.6735684028, 736942.6735712731, 736942.6735741319, 736942.6735770024, 736942.6735798727];[1504541381.359, 1504541381.603, 1504541381.85, 1504541382.099, 1504541382.346, 1504541382.594, 1504541382.843, 1504541383.089, 1504541383.337, 1504541383.585, 1504541383.834, 1504541384.08, 1504541384.328, 1504541384.579, 1504541384.823, 1504541385.071, 1504541385.318, 1504541385.571, 1504541385.814, 1504541386.06, 1504541386.299, 1504541386.54, 1504541386.78, 1504541387.02, 1504541387.261, 1504541387.505, 1504541387.746, 1504541387.983, 1504541388.224, 1504541388.466, 1504541388.708, 1504541388.949, 1504541389.192, 1504541389.434, 1504541389.677, 1504541389.919, 1504541390.162, 1504541390.404, 1504541390.65, 1504541390.891, 1504541391.134, 1504541391.377, 1504541391.621, 1504541391.864, 1504541393.094, 1504541393.341, 1504541393.588, 1504541393.836, 1504541394.084, 1504541394.333, 1504541394.583, 1504541394.83, 1504541395.081, 1504541395.326, 1504541395.568, 1504541395.816, 1504541396.063, 1504541396.31, 1504541396.558, 1504541396.805, 1504541397.053, 1504541397.301];[20.124126488, 19.5865386634, 19.0124895931, 17.9921402682, 17.13313792, 16.2695104812, 15.4192900885, 14.2319020967, 13.2168836523, 12.0927095661, 10.8562155823, 9.66352078158, 8.64416321098, 7.57745504342, 6.54792228462, 5.45492505056, 4.44360993101, 3.54319380782, 2.73952918296, 2.05048545726, 1.38844289827, 0.87895246628, 0.502224307095, 0.271589243609, 0.082311535353, -0.163373830454, -0.415754478999, -0.522422797563, -0.630450202041, -0.768239793782, -0.844579815891, -1.0051234554, -1.25072075449, -1.62912802369, -2.00207390253, -2.27174183547, -2.50891097445, -2.66268840386, -2.7473974564, -2.84138344251, -3.01666160802, -3.29127258478, -3.61952244396, -4.05521149828, -4.27151141475, -4.92582315374, -5.42480320542, -5.99735961129, -6.67790578528, -7.31870598273, -8.02501177939, -8.81955520643, -9.66603166151, -10.4177619926, -11.1393904725, -11.8338594672, -12.4707709672, -13.0932562717, -13.745189976, -14.4211793215, -15.1468210175, -15.8417340721];[10.8222273594, 11.3463343216, 11.9126782081, 12.2317674155, 12.559406151, 12.8594238551, 13.2219178459, 13.4412955338, 13.7706703304, 14.016205509, 14.1241809777, 14.1610968574, 14.2664671928, 14.2873831917, 14.2560154389, 14.0961500985, 13.905808035, 13.6201981265, 13.26524597, 12.9082437617, 12.3528845861, 11.9345796232, 11.5797481415, 11.353589431, 11.0355731197, 10.5122250912, 9.9220260319, 9.38769579355, 8.80473379331, 8.08302791122, 7.42881435446, 6.7467855782, 6.05541617663, 5.3088578608, 4.59678111528, 3.93967855524, 3.26402023424, 2.60316027704, 1.98408705281, 1.31289832013, 0.581074119516, -0.175802283494, -0.931732220076, -1.71402370102, -3.33286479755, -3.87915830675, -4.7745369295, -5.60713798825, -6.27433855052, -6.81497991714, -7.16649602369, -7.33510605161, -7.39048714612, -7.48213418869, -7.4825642082, -7.32115544505, -7.17905553698, -6.90775895966, -6.63196485829, -6.29784310845, -5.86860258416, -5.58333329108];[19.6880308986, 13.3273012137, 12.0910469062, 13.3685152649, 13.4148703668, 13.4192987402, 13.4594357373, 14.4837543715, 14.9034737039, 15.4776942028, 16.1987466475, 16.6084867136, 16.2377756287, 16.0766044095, 15.9314306902, 16.0392162697, 15.796472363, 15.1345002992, 14.4846209906, 13.5278918041, 13.200306551, 12.1839867435, 10.7954861048, 9.01210486616, 7.89133794519, 7.91969822424, 8.34227787487, 8.14722837657, 8.30857752872, 9.06874847185, 9.27187254771, 9.64703769801, 10.0506264837, 10.739397892, 11.1074814218, 11.0116169354, 10.9613954026, 10.7387203565, 10.3056332938, 10.2937650502, 10.5862921411, 11.0014992371, 11.3881013349, 11.9415092735, 11.3477189521, 11.6924987987, 12.7416578167, 13.277252291, 13.2197511292, 12.6951977054, 12.021108562, 11.5230566884, 11.2501656032, 10.9843169223, 10.6703671414, 10.2592874978, 9.84969618727, 9.61638005246, 9.67244304915, 9.9067619642, 10.5568443301, 10.6022180033];1;1504541385.071;16.0392162697;[29.881271832727236, 29.65422884038087, 29.54626774576246, 29.351403836368487, 29.198630015847737, 29.047778233058995, 28.69085809700614, 28.343406520605285, 28.07572741853475, 27.74956018379407, 27.216786111746792, 26.496257832927206, 25.55998826713536, 24.585533285182333, 23.448979873105834, 22.17559917991113, 20.745383622010554, 19.19965210996662, 17.743672919564272, 16.235119761906766, 14.793530460656557, 13.106805297706456, 11.35813873602376, 9.76831649685134, 8.332863646722016, 6.653643444919504, 5.4512502345569835, 4.2298965977684855, 3.015083826833709, 1.5720919732018976, 0.7602639925159724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7056643564394842, 1.515381390844433, 2.4778190199222108, 3.384047349927358, 4.382914586746664, 5.506568677161028, 6.703667160164666, 7.766774389639359, 8.787311172908622, 9.769438643860969, 10.67016752519236, 11.550494685194206, 12.4724681715834, 13.42846147200921, 14.454673799915826, 15.43742926640126];7.89133794519;16.0392162697;-2.574000120162964;1
